Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
Anu Home,N/A,N/A,30.692289,76.771776,Transportation,Airport
Free Parking Lot,5,-1,30.693448,76.770426,Transportation,Airport
car parking,2.3,-3,30.689966,76.761184,Transportation,Airport
Bus Depot,N/A,N/A,30.684116,76.756336,Transportation,Airport
Air Force Quaters,4,-4,30.693718,76.769423,Transportation,Airport
Dhillon Service station,4.1,-45,30.685106,76.760723,Transportation,Railway Station
Sector 48A,N/A,N/A,30.687013,76.758199,Transportation,Railway Station
Friends Auto Car Workshop,4,-1,30.685189,76.760835,Transportation,Railway Station
Sector - 48B(Opposite),N/A,N/A,30.686574,76.762656,Transportation,Bus Stop
Sector - 49A,N/A,N/A,30.693843,76.752732,Transportation,Bus Stop
Sector 48,N/A,N/A,30.682639,76.755846,Transportation,Bus Stop
Bus Depot,N/A,N/A,30.684116,76.756336,Transportation,Bus Stop
Sector 48/49 (U.T. Border),N/A,N/A,N/A,N/A,Transportation,Bus Stop
VISHAL TAXI SERVICE | One Way Taxi Service | Best Taxi Service in Chandigarh/Mohali/Panchkula.,4.9,-70,30.692562,76.765838,Transportation,Taxi Stand
Waraich Taxi Stand,4.8,-90,30.687509,76.737874,Transportation,Taxi Stand
B.A Taxi Service,5,-79,30.680192,76.746765,Transportation,Taxi Stand
Guru Ji Travels,5,-26,30.692579,76.765501,Transportation,Taxi Stand
Sunil Tour & Travels,4.7,-69,30.692485,76.743972,Transportation,Taxi Stand
3 BRD (Base Repair Depot),4.4,-5,30.692186,76.781946,Transportation,Airport
Best Taxi Service in Chandigarh | Mohali | Zirakpur,5,-2,30.700452,76.764385,Transportation,Airport
Free Parking Lot,5,-1,30.693448,76.770426,Transportation,Airport
Kalibari Railway Overbridge,N/A,N/A,30.694039,76.780041,Transportation,Airport
car parking,2.3,-3,30.689966,76.761184,Transportation,Airport
Sector - 47B,3.9,-7,N/A,N/A,Transportation,Railway Station
Sector 32/31,N/A,N/A,30.702771,76.773577,Transportation,Railway Station
Sector 47 Market,3,-6,30.695798,76.769413,Transportation,Railway Station
Sector 46 Bus Stop,N/A,N/A,30.702196,76.762964,Transportation,Bus Stop
Sector - 49A,N/A,N/A,30.697828,76.751719,Transportation,Bus Stop
Sector - 47B,N/A,N/A,N/A,N/A,Transportation,Bus Stop
Sector - 49A,N/A,N/A,30.693843,76.752732,Transportation,Bus Stop
Sector - 46C,N/A,N/A,N/A,N/A,Transportation,Bus Stop
VISHAL TAXI SERVICE | One Way Taxi Service | Best Taxi Service in Chandigarh/Mohali/Panchkula.,4.9,-70,30.692562,76.765838,Transportation,Taxi Stand
RAWAT - Taxi Service Chandigarh : One Way To Delhi Airport,5,-40,30.700018,76.75326,Transportation,Taxi Stand
Waraich Taxi Stand,4.8,-90,30.687509,76.737874,Transportation,Taxi Stand
Prisha Car Rental,5,-25,30.69606,76.764355,Transportation,Taxi Stand
Tour and Travel In Chandigarh | Taxi Service in Chandigarh | Chandigarh to Delhi Taxi Services,5,-26,30.700506,76.761271,Transportation,Taxi Stand
Best Taxi Service in Chandigarh | Mohali | Zirakpur,5,-2,30.700452,76.764385,Transportation,Airport
Free Parking Lot,5,-1,30.693448,76.770426,Transportation,Airport
Kalibari Railway Overbridge,N/A,N/A,30.694039,76.780041,Transportation,Airport
RAWAT - Taxi Service Chandigarh : One Way To Delhi Airport,5,-40,30.700018,76.75326,Transportation,Airport
Sector 43/44,N/A,N/A,30.716456,76.752457,Transportation,Airport
Sector - 45,N/A,N/A,30.708555,76.756482,Transportation,Railway Station
Sector 45/44 Towards ISBT 43,N/A,N/A,30.710432,76.757532,Transportation,Railway Station
Sector 32/31,N/A,N/A,30.702771,76.773577,Transportation,Railway Station
Two-wheeler parking of SD College,5,-1,30.704541,76.772845,Transportation,Railway Station
Sector - 33C,4,-10,30.710981,76.772285,Transportation,Railway Station
Sector 44 Bus Stop,N/A,N/A,30.7098,76.765239,Transportation,Bus Stop
Sector - 45(Burail),N/A,N/A,30.705785,76.757525,Transportation,Bus Stop
Sector - 46B,N/A,N/A,30.704853,76.762486,Transportation,Bus Stop
Sector 46 Bus Stop,N/A,N/A,30.702196,76.762964,Transportation,Bus Stop
Sector 44/45,N/A,N/A,30.708795,76.754449,Transportation,Bus Stop
Fast Cab Taxi service Chandigarh,4.9,-38,30.707638,76.755443,Transportation,Taxi Stand
Satish Taxi,5,-26,30.708024,76.765031,Transportation,Taxi Stand
Sharma Tours And Travel - Taxi Service,4.9,-132,30.711484,76.757359,Transportation,Taxi Stand
RAWAT - Taxi Service Chandigarh : One Way To Delhi Airport,5,-40,30.700018,76.75326,Transportation,Taxi Stand
Northern Travels - Chandigarh Taxi services,4.7,-24,30.707475,76.757704,Transportation,Taxi Stand
Sky Flyers Air Hostess Training Institute in Chandigarh,4.7,-55,30.724469,76.768679,Transportation,Airport
Indira Gandhi Institute of Aeronautics,4.6,-120,30.7201,76.757717,Transportation,Airport
OSCAR AHA - Air Hostess Academy,4.4,-135,30.722258,76.769251,Transportation,Airport
Viktaxi | Chandigarh Railway Station Taxi | Chandigarh Airport Taxi,5,-32,30.725534,76.759063,Transportation,Airport
Skylines Aviation & Hospitality Management,5,-3,30.719591,76.764023,Transportation,Airport
Sector - 45,N/A,N/A,30.708555,76.756482,Transportation,Railway Station
Sector 45/44 Towards ISBT 43,N/A,N/A,30.710432,76.757532,Transportation,Railway Station
Sector - 33C,N/A,N/A,30.710981,76.772285,Transportation,Railway Station
Hotel Grace,N/A,N/A,30.708065,76.757639,Transportation,Railway Station
Itsy Hotels Southend,N/A,N/A,30.719893,76.757994,Transportation,Railway Station
Sector 44 Bus Stop,N/A,N/A,30.7098,76.765239,Transportation,Bus Stop
Sector 20/33,N/A,N/A,30.719634,76.774377,Transportation,Bus Stop
Sector 33/20,N/A,N/A,30.716317,76.776946,Transportation,Bus Stop
Sector 44 Market,N/A,N/A,30.713187,76.752345,Transportation,Bus Stop
Sector 43/44,N/A,N/A,30.716456,76.752457,Transportation,Bus Stop
Guru Teg Bahadur Taxi Stand | Luxury Fortuner Car for Wedding in Chandigarh,4.9,-46,30.7176,76.767097,Transportation,Taxi Stand
H & B Cab,4.9,-333,30.716747,76.75864,Transportation,Taxi Stand
Fast Cab Taxi service Chandigarh,4.9,-38,30.707638,76.755443,Transportation,Taxi Stand
Satish Taxi,5,-26,30.708024,76.765031,Transportation,Taxi Stand
Sharma Tours And Travel - Taxi Service,4.9,-132,30.711484,76.757359,Transportation,Taxi Stand
"Shaheed Bhagat Singh International Airport, Chandigarh",4.3,"-19,906",30.667955,76.786031,Transportation,Airport
Chandigarh International Airport (IXC),4,-24,30.66887,76.786602,Transportation,Airport
Chandigarh airport,4.3,-425,30.667688,76.785845,Transportation,Airport
Chandigarh Airport Departure Terminal (IXC),4.3,-668,30.667628,76.785911,Transportation,Airport
New Airport,4,-17,N/A,N/A,Transportation,Airport
Railway station chd pkl,3.7,-3,30.733314,76.779417,Transportation,Railway Station
Sector 21A/ 21,3.9,-9,30.732751,76.778679,Transportation,Railway Station
Viktaxi | Chandigarh Railway Station Taxi | Chandigarh Airport Taxi,5,-32,30.725534,76.759063,Transportation,Railway Station
Sector 45/44 Towards ISBT 43,N/A,N/A,30.710432,76.757532,Transportation,Railway Station
Sector 17/18,3.3,-3,30.734448,76.781184,Transportation,Railway Station
Sector 35/34,N/A,N/A,N/A,N/A,Transportation,Bus Stop
Sector 20/33,N/A,N/A,30.719634,76.774377,Transportation,Bus Stop
Sector 33/20,N/A,N/A,30.716317,76.776946,Transportation,Bus Stop
Sector 34/35,N/A,N/A,N/A,N/A,Transportation,Bus Stop
Sector 43/44,N/A,N/A,30.716456,76.752457,Transportation,Bus Stop
Guru Teg Bahadur Taxi Stand | Luxury Fortuner Car for Wedding in Chandigarh,4.9,-46,30.7176,76.767097,Transportation,Taxi Stand
H & B Cab,4.9,-333,30.716747,76.75864,Transportation,Taxi Stand
Om Sai Travels - Cab Service In Chandigarh,4.8,-40,30.728012,76.749827,Transportation,Taxi Stand
Aroma Taxi Stand,3.8,-89,30.729147,76.771926,Transportation,Taxi Stand
MOHAN TRAVELS - Best Taxi Service Chandigarh,4.9,-49,30.722929,76.76243,Transportation,Taxi Stand
Sky Flyers Air Hostess Training Institute in Chandigarh,4.7,-55,30.724469,76.768679,Transportation,Airport
Global Airways,4.6,-25,30.729168,76.75783,Transportation,Airport
Viktaxi | Chandigarh Railway Station Taxi | Chandigarh Airport Taxi,5,-32,30.725534,76.759063,Transportation,Airport
Sector 22/23,4.9,-9,30.736718,76.769219,Transportation,Airport
Sector 35/36,4.7,-3,30.729566,76.757839,Transportation,Airport
Viktaxi | Chandigarh Railway Station Taxi | Chandigarh Airport Taxi,5,-32,30.725534,76.759063,Transportation,Railway Station
Sector 23/22,4.6,-5,30.735806,76.767321,Transportation,Railway Station
Sector 35/22,N/A,N/A,N/A,N/A,Transportation,Railway Station
Sector 34/35,4,-5,N/A,N/A,Transportation,Railway Station
Sector 36/35,3.3,-6,30.729998,76.758103,Transportation,Railway Station
Sector 35/34,N/A,N/A,N/A,N/A,Transportation,Bus Stop
Sector 23/22,N/A,N/A,30.735806,76.767321,Transportation,Bus Stop
Sector 22,N/A,N/A,30.730236,76.767062,Transportation,Bus Stop
Sector 22/35,N/A,N/A,30.729381,76.766094,Transportation,Bus Stop
Sector 22/23,N/A,N/A,30.736718,76.769219,Transportation,Bus Stop
Mr Singh Cab,4.7,-113,N/A,N/A,Transportation,Taxi Stand
Aroma Taxi Stand,3.8,-89,30.729147,76.771926,Transportation,Taxi Stand
Om Sai Travels - Cab Service In Chandigarh,4.8,-40,30.728012,76.749827,Transportation,Taxi Stand
Ankit Tour & Travel - Taxi Service in Chandigarh,4.9,-111,30.736747,76.773328,Transportation,Taxi Stand
RK Taxi Service,4.9,-220,30.735539,76.778464,Transportation,Taxi Stand
Sector 22/23,4.9,-9,30.736718,76.769219,Transportation,Airport
Sai Tour & Travels,4.6,-615,30.744597,76.761113,Transportation,Airport
Hedge Money Private Limited,4.5,-8,30.737068,76.775869,Transportation,Airport
"Taxi point | outstation cab in Chandigarh| Taxi in Chandigarh |One way taxi Chandigarh Delhi, Amritsar, Manali",4.8,-150,30.740867,76.768711,Transportation,Airport
Haridwar tour and travels,2.9,-46,30.736017,76.776635,Transportation,Airport
Sector 23/16,5,-2,30.743639,76.771031,Transportation,Railway Station
Cell Station Air Ticket,4.5,-2,30.738101,76.766271,Transportation,Railway Station
Sector 23/22,4.6,-5,30.735806,76.767321,Transportation,Railway Station
Sood Dharamshala,4,"-4,091",30.733058,76.763796,Transportation,Railway Station
Student Hostel Sanatan Dharam Sanskrit Mahavidyalya,4.8,-9,30.737323,76.767275,Transportation,Railway Station
Sector 23/22,N/A,N/A,30.735806,76.767321,Transportation,Bus Stop
Sector 23/16,N/A,N/A,30.743639,76.771031,Transportation,Bus Stop
Sector 22/23,N/A,N/A,30.736718,76.769219,Transportation,Bus Stop
Bus Stop - Sector 24C,N/A,N/A,30.744077,76.754585,Transportation,Bus Stop
Sector 22/17,N/A,N/A,30.735249,76.778027,Transportation,Bus Stop
Mr Singh Cab,4.7,-113,N/A,N/A,Transportation,Taxi Stand
"Taxi point | outstation cab in Chandigarh| Taxi in Chandigarh |One way taxi Chandigarh Delhi, Amritsar, Manali",4.8,-150,30.740867,76.768711,Transportation,Taxi Stand
Ankit Tour & Travel - Taxi Service in Chandigarh,4.9,-111,30.736747,76.773328,Transportation,Taxi Stand
RK Taxi Service,4.9,-220,30.735539,76.778464,Transportation,Taxi Stand
"Chandigarh taxi service , taxi service in chandigarh Guru Travels",5,-19,30.732814,76.776211,Transportation,Taxi Stand
Name,Rating,Number of Reviews,Latitude,Longitude,Category,Sub-Category
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
India Post - Sohana,3.6,-26,30.688785,76.704439,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
India Post,3.4,-30,30.696854,76.734201,Government Building,Post Office
Police Station Phase 8,N/A,N/A,30.694184,76.728042,Government Building,Police Station
Sector 66 Police Station,N/A,N/A,30.676815,76.735271,Government Building,Police Station
Phase 11 Police Station,N/A,N/A,30.677826,76.740741,Government Building,Police Station
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Phase 10 Police Post Ajitgarh,N/A,N/A,N/A,N/A,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre -Sector 49C,4.1,"-1,089",30.692089,76.7543,Government Building,City Hall
Integrated Library Center,4.7,-11,30.685918,76.755257,Government Building,Library
Public library,4.5,-2,30.682314,76.745521,Government Building,Library
Silvi Park Library,4.2,-40,30.686145,76.74089,Government Building,Library
Public Library,4.4,-5,30.686277,76.740632,Government Building,Library
Municipal Library,5,-4,30.680251,76.745638,Government Building,Library
India Post - Sohana,3.6,-26,30.688785,76.704439,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
Police Station Phase 8,N/A,N/A,30.694184,76.728042,Government Building,Police Station
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
Sector - 49A,5,-1,30.697828,76.751719,Government Building,Library
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station,N/A,N/A,30.704833,76.726979,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Station Phase 8,N/A,N/A,30.694184,76.728042,Government Building,Police Station
Police Post - Sector 61,N/A,N/A,30.710435,76.729914,Government Building,Police Station
D.K Fire Service,N/A,N/A,30.714827,76.738702,Government Building,Fire Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Yps Library,4,-4,30.703495,76.737719,Government Building,Library
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
THE IELTS LLIIBBRRARY,4.9,-69,30.693466,76.733022,Government Building,Library
"Study Centre, Sector 45, Burail, Near Library, Chandigarh",1,-2,30.707736,76.758645,Government Building,Library
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Post Office,4,-6,30.718928,76.744339,Government Building,Post Office
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
Police Post,N/A,N/A,30.717157,76.744089,Government Building,Police Station
D.K Fire Service,N/A,N/A,30.714827,76.738702,Government Building,Fire Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
District Consumer Disputes Redressal Forum,3.4,-30,30.722017,76.729347,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Post Graduate Government College for Girls,4.3,-713,30.725353,76.738595,Government Building,Library
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Sub Post Office Sector 55,3,-79,30.727919,76.722534,Government Building,Post Office
Sub Post Office Office Sector 40,2.5,-26,30.734595,76.736179,Government Building,Post Office
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Police Post - Sector 61,N/A,N/A,30.710435,76.729914,Government Building,Police Station
Police Post,N/A,N/A,30.717157,76.744089,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
D.K Fire Service,N/A,N/A,30.714827,76.738702,Government Building,Fire Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
District Consumer Disputes Redressal Forum,3.4,-30,30.722017,76.729347,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Hotel Western Court Chandigarh,4.1,"-2,294",30.717142,76.752989,Government Building,City Hall
Beant Singh Memorial Library,4,-340,30.727045,76.735105,Government Building,Library
Branch Library Badheri,3.9,-12,30.732333,76.734646,Government Building,Library
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
Govt. Public Distt. Library,4.2,-33,30.717663,76.716734,Government Building,Library
Rose Garden Library,4.1,-17,30.711416,76.721186,Government Building,Library
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 55,3,-79,30.727919,76.722534,Government Building,Post Office
India Post,3.6,-25,30.73937,76.765842,Government Building,Post Office
Sub Post Office Office Sector 40,2.5,-26,30.734595,76.736179,Government Building,Post Office
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
Police Beat Box,N/A,N/A,30.723247,76.76274,Government Building,Police Station
CRPF Check Post,N/A,N/A,30.729881,76.729747,Government Building,Police Station
Fire Station Sector 38C,4.4,-12,30.741681,76.747399,Government Building,Fire Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
District Consumer Disputes Redressal Forum,3.4,-30,30.722017,76.729347,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Kashmiri Bhawan,4,-165,30.741471,76.75685,Government Building,City Hall
Banga Bhawan Chandigarh,4.4,-629,30.72398,76.761468,Government Building,City Hall
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,City Hall
Kisan Bhavan Candigarh,4.1,-23,30.739651,76.766781,Government Building,City Hall
Librarian Divisional Library,4.5,-948,30.720019,76.767345,Government Building,Library
Beant Singh Memorial Library,4,-340,30.727045,76.735105,Government Building,Library
Branch Library Badheri,3.9,-12,30.732333,76.734646,Government Building,Library
Reading Room,4,-20,30.737232,76.764365,Government Building,Library
Dr. Ambedkar Bhawan,4.5,-136,30.741715,76.75547,Government Building,Library
Post Office sector 36,2.2,-81,30.734409,76.752429,Government Building,Post Office
40a 666,N/A,N/A,30.742371,76.738379,Government Building,Post Office
Police Wireless Communication Office,N/A,N/A,30.745459,76.755037,Government Building,Police Station
Fire Station Sector 38C,4.4,-12,30.741681,76.747399,Government Building,Police Station
"ISPW OFFICE, MHA, GOVT. OF INDIA CHANDIGARH",4.6,-9,30.74525,76.754512,Government Building,Police Station
Fire Station Sector 38C,4.4,-12,30.741681,76.747399,Government Building,Fire Station
Kashmiri Bhawan,4,-165,30.741471,76.75685,Government Building,City Hall
Gujarat Bhavan plot no 17sec 24c Chandigarh,4,-287,30.740976,76.757397,Government Building,City Hall
Dr. Ambedkar Bhawan,4.5,-136,30.741715,76.75547,Government Building,Library
Community Centre Sector 37,4.4,-951,30.736462,76.74628,Government Building,Library
Chandigarh University,3.8,-223,30.73412,76.752456,Government Building,Library
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
India Post,3.4,-30,30.696854,76.734201,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sector 66 Police Station,N/A,N/A,30.676815,76.735271,Government Building,Police Station
Phase 11 Police Station,N/A,N/A,30.677826,76.740741,Government Building,Police Station
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Phase 10 Police Post Ajitgarh,N/A,N/A,N/A,N/A,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre -Sector 49C,4.1,"-1,089",30.692089,76.7543,Government Building,City Hall
Integrated Library Center,4.7,-11,30.685918,76.755257,Government Building,Library
Public library,4.5,-2,30.682314,76.745521,Government Building,Library
YOUNG BLOOD,4.9,-8,31.026816,75.410647,Government Building,Library
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Sub Post Office sector 67 NIPER Campus Mohali,3,-33,30.682837,76.735546,Government Building,Post Office
Post office,3.8,-6,30.685928,76.755259,Government Building,Post Office
India Post,3.4,-30,30.696854,76.734201,Government Building,Post Office
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station Sector 48,N/A,N/A,30.690057,76.755822,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
Chandigarh Police Beat Box,N/A,N/A,30.707454,76.741868,Government Building,Police Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
Sector - 49A,5,-1,30.697828,76.751719,Government Building,Library
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
India Post,3.7,-67,30.696252,76.768002,Government Building,Post Office
Post Office Phase 7,3.2,-76,30.704578,76.72556,Government Building,Post Office
Police Beat Box,N/A,N/A,30.713555,76.769944,Government Building,Police Station
Sector 45-C Police Post Burail,N/A,N/A,30.704535,76.757577,Government Building,Police Station
Police Station Sector 51(Colony no. 5),N/A,N/A,30.707239,76.749668,Government Building,Police Station
Police Post,N/A,N/A,30.717157,76.744089,Government Building,Police Station
Police Beat Box,N/A,N/A,30.695911,76.756053,Government Building,Police Station
D.K Fire Service,N/A,N/A,30.714827,76.738702,Government Building,Fire Station
Community Hall,3.6,-5,30.694185,76.757537,Government Building,City Hall
Yps Library,4,-4,30.703495,76.737719,Government Building,Library
Aadarsh Library,4.8,-11,30.696149,76.770035,Government Building,Library
Audio Video Library,1.3,-3,30.694726,76.769618,Government Building,Library
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
Law Today Live,5,-1,30.699245,76.752202,Government Building,Library
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Post Office,4,-6,30.718928,76.744339,Government Building,Post Office
Police Post,N/A,N/A,30.717157,76.744089,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
Beat Box 43,N/A,N/A,30.719271,76.753341,Government Building,Police Station
CRPF DEAT HQ 13BN CRPF,N/A,N/A,30.717326,76.748098,Government Building,Police Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Party Hall 34,4.3,-3,30.71984,76.768964,Government Building,City Hall
Hotel Western Court Chandigarh,4.1,"-2,294",30.717142,76.752989,Government Building,City Hall
"Model Village Library - Burail (U.T.) Chandigarh, India.",5,-1,30.708291,76.758907,Government Building,Library
"Study Centre, Sector 45, Burail, Near Library, Chandigarh",1,-2,30.707736,76.758645,Government Building,Library
Bindal Art Press,4.5,-2,30.708344,76.758738,Government Building,Library
Macmillan Publishers,3.5,-4,30.71147,76.752827,Government Building,Library
SHRI RAM TRADERS,4.9,-11,30.708147,76.758962,Government Building,Library
Sub Post Office Sector 59 SA S Nagar,2.7,-52,30.716266,76.715554,Government Building,Post Office
Sub Post Office Sector 34,3.7,-21,30.71696,76.767011,Government Building,Post Office
Sub Post Office Sector 44 Chandigarh,3.6,-27,30.714145,76.751481,Government Building,Post Office
Sub Post Office sector 22,3.3,-45,30.733344,76.771099,Government Building,Post Office
Sub Post Office Sector 55,3,-79,30.727919,76.722534,Government Building,Post Office
Police Station South,N/A,N/A,30.720085,76.764569,Government Building,Police Station
Police Station,N/A,N/A,30.728967,76.752368,Government Building,Police Station
Central Reserve Police Force,N/A,N/A,30.718577,76.74899,Government Building,Police Station
Police Beat Box,N/A,N/A,30.723247,76.76274,Government Building,Police Station
Police Post,N/A,N/A,30.717157,76.744089,Government Building,Police Station
D.K Fire Service,N/A,N/A,30.714827,76.738702,Government Building,Fire Station
Firefox Bike Station,4.3,-181,30.727324,76.769196,Government Building,Fire Station
"District And Sessions Court, Chandigarh",4.2,-225,30.719484,76.743798,Government Building,Courthouse
Permanent Lok Adalat (PUS) Chandigarh,3,-3,30.719058,76.748704,Government Building,Courthouse
ba gopal gau basera,N/A,N/A,30.726918,76.699559,Government Building,City Hall
Panchkula,4.5,-2,30.676789,76.861842,Government Building,City Hall
Bournemouth,N/A,N/A,30.701128,76.854686,Government Building,City Hall
Community Centre,4,-360,30.72486,76.744555,Government Building,City Hall
Harsh dhiman home town,N/A,N/A,30.913882,76.837001,Government Building,City Hall
